symbol,basic_industry,macro,sector,industry
BMETRICS,Trading & Distributors,Services,Services,Commercial Services & Supplies
BODALCHEM,Dyes And Pigments,Commodities,Chemicals,Chemicals & Petrochemicals
BOHRAIND,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
BOMDYEING,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
BOROLTD,Glass - Consumer,Consumer Discretionary,Consumer Durables,Consumer Durables
BORORENEW,Glass - Industrial,Industrials,Capital Goods,Industrial Products
BOSCHLTD,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
BPCL,Refineries & Marketing,Energy,Oil Gas & Consumable Fuels,Petroleum Products
BPL,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables
BRIGADE,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
BRIGHT,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
BRITANNIA,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
BRITANNIA,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
BRNL,Civil Construction,Industrials,Construction,Construction
BROOKS,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
BSE,Exchange and Data Platform,Financial Services,Financial Services,Capital Markets
BSE500IETF,,,,
BSHSL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
BSL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
BSLGOLDETF,,,,
BSLNIFTY,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BSLSENETFG,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
BSOFT,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
BTML,Digital Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
BURNPUR,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
BUTTERFLY,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
BVCL,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
BYKE,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
CADSYS,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Services,Services,Commercial Services & Supplies
CALSOFT,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
CAMLINFINE,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
CAMPUS,Footwear,Consumer Discretionary,Consumer Durables,Consumer Durables
CAMS,Depositories Clearing Houses and Other Intermediaries,Financial Services,Financial Services,Capital Markets
CANARYS,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
CANBK,Public Sector Bank,Financial Services,Financial Services,Banks
CANFINHOME,Housing Finance Company,Financial Services,Financial Services,Finance
CANTABIL,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
CAPACITE,Civil Construction,Industrials,Construction,Construction
CAPITALSFB,Other Bank,Financial Services,Financial Services,Banks
CAPLIPOINT,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
CAPTRUST,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CARBORUNIV,Abrasives & Bearings,Industrials,Capital Goods,Industrial Products
CAREERP,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
CARERATING,Ratings,Financial Services,Financial Services,Capital Markets
CARTRADE,E-Retail/ E-Commerce,Consumer Discretionary,Consumer Services,Retailing
CARYSIL,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
CASTROLIND,Lubricants,Energy,Oil Gas & Consumable Fuels,Petroleum Products
CBAZAAR,E-Retail/ E-Commerce,Consumer Discretionary,Consumer Services,Retailing
CCHHL,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
CCL,Tea & Coffee,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
CDSL,Depositories Clearing Houses and Other Intermediaries,Financial Services,Financial Services,Capital Markets
CEATLTD,Tyres & Rubber Products,Consumer Discretionary,Automobile and Auto Components,Auto Components
CELEBRITY,Garments & Apparels,Consumer Discretionary,Textiles,Textiles & Apparels
CELLECOR,Consumer Electronics,Consumer Discretionary,Consumer Durables,Consumer Durables
CELLO,Houseware,Consumer Discretionary,Consumer Durables,Consumer Durables
CELLPOINT,Speciality Retail,Consumer Discretionary,Consumer Services,Retailing
CENTENKA,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
CENTEXT,Aluminium Copper & Zinc Products,Industrials,Capital Goods,Industrial Products
CENTRALBK,Public Sector Bank,Financial Services,Financial Services,Banks
CENTRUM,Other Financial Services,Financial Services,Financial Services,Finance
CENTUM,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
CENTURYPLY,Plywood Boards/ Laminates,Consumer Discretionary,Consumer Durables,Consumer Durables
CENTURYTEX,Paper & Paper Products,Commodities,Forest Materials,Paper Forest & Jute Products
CERA,Sanitary Ware,Consumer Discretionary,Consumer Durables,Consumer Durables
CEREBRAINT,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
CESC,Integrated Power Utilities,Utilities,Power,Power
CGCL,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CGPOWER,Heavy Electrical Equipment,Industrials,Capital Goods,Electrical Equipment
CGRAPHICS,Other Industrial Products,Industrials,Capital Goods,Industrial Products
CHALET,Hotels & Resorts,Consumer Discretionary,Consumer Services,Leisure Services
CHAMBLFERT,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
CHAVDA,Civil Construction,Industrials,Construction,Construction
CHEMBOND,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
CHEMCON,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
CHEMFAB,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
CHEMPLASTS,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
CHENNPETRO,Refineries & Marketing,Energy,Oil Gas & Consumable Fuels,Petroleum Products
CHEVIOT,Jute & Jute Products,Commodities,Forest Materials,Paper Forest & Jute Products
CHOICEIN,Holding Company,Financial Services,Financial Services,Finance
CHOLAFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CHOLAFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CHOLAFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CHOLAFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CHOLAFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CHOLAFIN,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CHOLAHLDNG,Investment Company,Financial Services,Financial Services,Finance
CIEINDIA,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
CIGNITITEC,IT Enabled Services,Information Technology,Information Technology,IT - Services
CINELINE,Film Production Distribution & Exhibition,Consumer Discretionary,Media Entertainment & Publication,Entertainment
CINEVISTA,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
CIPLA,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
CLEAN,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
CLEDUCATE,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
CLOUD,Other Telecom Services,Telecommunication,Telecommunication,Telecom - Services
CLSEL,Other Agricultural Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
CLSL,Pesticides & Agrochemicals,Commodities,Chemicals,Fertilizers & Agrochemicals
CMICABLES,Cables - Electricals,Industrials,Capital Goods,Industrial Products
CMMIPL,Civil Construction,Industrials,Construction,Construction
CMNL,Sponge Iron,Commodities,Metals & Mining,Ferrous Metals
CMRSL,Advertising & Media Agencies,Consumer Discretionary,Media Entertainment & Publication,Media
CMSINFO,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
COALINDIA,Coal,Energy,Oil Gas & Consumable Fuels,Consumable Fuels
COASTCORP,Seafood,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
COCHINSHIP,Ship Building & Allied Services,Industrials,Capital Goods,Industrial Manufacturing
COFFEEDAY,Restaurants,Consumer Discretionary,Consumer Services,Leisure Services
COFORGE,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
COLPAL,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
COMMITTED,Logistics Solution Provider,Services,Services,Transport Services
COMMOIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
COMPINFO,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
COMPUSOFT,Education,Consumer Discretionary,Consumer Services,Other Consumer Services
COMSYN,Packaging,Industrials,Capital Goods,Industrial Products
CONCOR,Logistics Solution Provider,Services,Services,Transport Services
CONCORDBIO,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
CONFIPET,LPG/CNG/PNG/LNG Supplier,Energy,Oil Gas & Consumable Fuels,Gas
CONS,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
CONSOFINVT,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CONSUMBEES,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
CONSUMIETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
CONTROLPR,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
CORALFINAC,Diversified Commercial Services,Services,Services,Commercial Services & Supplies
CORDSCABLE,Cables - Electricals,Industrials,Capital Goods,Industrial Products
COROMANDEL,Fertilizers,Commodities,Chemicals,Fertilizers & Agrochemicals
COSMOFIRST,Packaging,Industrials,Capital Goods,Industrial Products
COUNCODOS,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
CPSEETF,Mutual Fund Scheme,Financial Services,Financial Services,Capital Markets
CRAFTSMAN,Auto Components & Equipments,Consumer Discretionary,Automobile and Auto Components,Auto Components
CRAYONS,Advertising & Media Agencies,Consumer Discretionary,Media Entertainment & Publication,Media
CREATIVE,Trading & Distributors,Services,Services,Commercial Services & Supplies
CREATIVEYE,Media & Entertainment,Consumer Discretionary,Media Entertainment & Publication,Entertainment
CREDITACC,Microfinance Institutions,Financial Services,Financial Services,Finance
CREDITACC,Microfinance Institutions,Financial Services,Financial Services,Finance
CREDITACC,Microfinance Institutions,Financial Services,Financial Services,Finance
CREDITACC,Microfinance Institutions,Financial Services,Financial Services,Finance
CREDITACC,Microfinance Institutions,Financial Services,Financial Services,Finance
CREST,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CRISIL,Other Financial Services,Financial Services,Financial Services,Finance
CROMPTON,Household Appliances,Consumer Discretionary,Consumer Durables,Consumer Durables
CROWN,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
CSBBANK,Private Sector Bank,Financial Services,Financial Services,Banks
CSLFINANCE,Non Banking Financial Company (NBFC),Financial Services,Financial Services,Finance
CTE,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
CUB,Private Sector Bank,Financial Services,Financial Services,Banks
CUBEXTUB,Aluminium Copper & Zinc Products,Industrials,Capital Goods,Industrial Products
CUMMINSIND,Compressors Pumps & Diesel Engines,Industrials,Capital Goods,Industrial Products
CUPID,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
CYBERMEDIA,Electronic Media,Consumer Discretionary,Media Entertainment & Publication,Media
CYBERTECH,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
CYIENT,IT Enabled Services,Information Technology,Information Technology,IT - Services
CYIENTDLM,Industrial Products,Industrials,Capital Goods,Industrial Manufacturing
DABUR,Personal Care,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products
DALBHARAT,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
DALMIASUG,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
DAMODARIND,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
DANGEE,Packaged Foods,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products
DATAMATICS,IT Enabled Services,Information Technology,Information Technology,IT - Services
DATAPATTNS,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
DAVANGERE,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG
DBCORP,Print Media,Consumer Discretionary,Media Entertainment & Publication,Media
DBL,Civil Construction,Industrials,Construction,Construction
DBOL,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
DBREALTY,Residential Commercial Projects,Consumer Discretionary,Realty,Realty
DBSTOCKBRO,Stockbroking & Allied,Financial Services,Financial Services,Capital Markets
DCAL,Pharmaceuticals,Healthcare,Healthcare,Pharmaceuticals & Biotechnology
DCBBANK,Private Sector Bank,Financial Services,Financial Services,Banks
DCG,Cables - Electricals,Industrials,Capital Goods,Industrial Products
DCI,Computers Hardware & Equipments,Information Technology,Information Technology,IT - Hardware
DCM,IT Enabled Services,Information Technology,Information Technology,IT - Services
DCMFINSERV,Investment Company,Financial Services,Financial Services,Finance
DCMNVL,Other Textile Products,Consumer Discretionary,Textiles,Textiles & Apparels
DCMSHRIRAM,Diversified,Diversified,Diversified,Diversified
DCMSRIND,Sugar,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products
DCW,Petrochemicals,Commodities,Chemicals,Chemicals & Petrochemicals
DCXINDIA,Aerospace & Defense,Industrials,Capital Goods,Aerospace & Defense
DECCANCE,Cement & Cement Products,Commodities,Construction Materials,Cement & Cement Products
DEEM,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
DEEPAKFERT,Commodity Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
DEEPAKNTR,Specialty Chemicals,Commodities,Chemicals,Chemicals & Petrochemicals
DEEPENR,Oil Exploration & Production,Energy,Oil Gas & Consumable Fuels,Oil
DEEPINDS,Offshore Support Solution Drilling,Energy,Oil Gas & Consumable Fuels,Oil
DELAPLEX,Computers - Software & Consulting,Information Technology,Information Technology,IT - Software
DELHIVERY,Logistics Solution Provider,Services,Services,Transport Services
DELPHIFX,Other Financial Services,Financial Services,Financial Services,Finance
DELTACORP,Amusement Parks/ Other Recreation,Consumer Discretionary,Consumer Services,Leisure Services
DELTAMAGNT,Other Industrial Products,Industrials,Capital Goods,Industrial Products
DEN,TV Broadcasting & Software Production,Consumer Discretionary,Media Entertainment & Publication,Entertainment
DENEERS,Iron & Steel Products,Industrials,Capital Goods,Industrial Products
DENORA,Electrodes & Refractories,Industrials,Capital Goods,Industrial Products
DENTALKART,Medical Equipment & Supplies,Healthcare,Healthcare,Healthcare Equipment & Supplies
DESTINY,Civil Construction,Industrials,Construction,Construction
DEVIT,IT Enabled Services,Information Technology,Information Technology,IT - Services
